"ecstasy","joy","serenity","pensiveness","sadness","grief","vigilance","anticipation","interest","distraction","surprise","amazement","rage","anger","annoyance","apprehension","fear","terror","admiration","trust","acceptance","boredom","disgust","loathing","class"
3,0,2,3,1,0,1,0,4,2,0,2,1,0,0,8,0,0,3,0,5,0,0,1,"Neutro"
1,0,3,3,1,0,0,0,1,6,0,1,0,0,1,7,0,0,1,0,6,0,1,0,"MedoTristeza"
0,0,3,2,1,0,0,0,4,2,0,0,1,0,0,5,0,0,0,0,4,1,0,1,"MedoTristeza"
0,0,2,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,2,0,0,"MedoTristeza"
0,1,0,3,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,"MedoTristeza"
2,0,2,4,0,0,2,0,4,2,0,0,0,0,1,7,0,0,3,0,3,2,0,0,"Neutro"
1,0,0,3,0,0,0,0,0,3,0,1,0,0,1,3,0,0,1,0,2,1,0,0,"SurpresaTristeza"
1,0,4,0,0,0,0,0,3,2,0,0,0,0,2,3,0,0,0,0,4,1,0,0,"Neutro"
0,0,1,2,1,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,3,1,0,0,"Tristeza"
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,"Neutro"
0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,"RaivaTristeza"
1,0,2,5,0,0,1,0,7,0,0,0,0,0,0,8,0,0,1,0,7,0,0,0,"RaivaSurpresa"
0,0,2,3,0,1,0,0,2,4,0,0,0,0,2,4,0,0,0,0,3,2,0,0,"AlegriaNeutro"
1,0,0,6,0,0,1,0,4,2,0,0,0,0,2,5,0,0,1,0,2,4,0,0,"Neutro"
0,1,3,1,0,0,0,0,3,1,0,0,0,0,1,4,0,0,1,0,3,1,0,0,"Neutro"
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Medo"
0,0,3,3,0,0,0,0,3,3,0,0,1,0,1,4,0,0,0,0,3,2,0,1,"Raiva"
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"MedoTristeza"
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,"Medo"
0,0,0,3,0,1,0,0,1,3,0,0,1,0,0,2,0,1,0,0,1,2,0,1,"SurpresaTristeza"
1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,4,0,0,2,0,1,1,0,0,"Surpresa"
0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,2,2,0,0,"AlegriaSurpresa"
2,0,0,3,0,0,0,0,2,1,2,0,0,0,1,4,0,0,0,2,1,2,0,0,"NeutroSurpresa"
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,"Tristeza"
0,1,1,1,0,0,0,0,2,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,"Neutro"
0,1,2,4,1,2,0,2,4,4,0,0,3,1,1,5,0,0,0,1,2,3,1,3,"Neutro"
0,0,0,3,0,1,0,0,2,2,0,0,1,0,0,3,0,0,0,0,2,1,0,1,"MedoTristeza"
1,0,5,3,0,0,0,0,5,3,0,1,0,0,0,9,0,0,1,0,6,2,0,0,"Tristeza"
0,0,1,2,0,1,0,0,2,2,0,0,1,0,1,2,0,0,0,0,2,1,0,0,"NeutroTristeza"
1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,"Neutro"
1,0,1,6,1,1,1,0,5,4,0,0,2,0,0,8,0,0,1,0,4,3,1,1,"RaivaSurpresa"
2,1,0,2,0,0,0,0,0,3,1,1,0,0,0,5,0,0,0,2,2,1,0,0,"MedoTristeza"
2,0,0,3,0,0,0,0,1,2,2,0,0,0,1,4,0,0,1,1,0,2,0,1,"Neutro"
0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,"Tristeza"
1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,"AlegriaTristeza"
0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,2,0,0,"NeutroTristeza"
2,0,0,2,0,0,0,0,1,1,1,1,0,0,1,3,0,0,1,1,1,1,0,0,"Neutro"
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,"Tristeza"
0,0,1,3,0,1,0,0,0,5,0,0,1,1,1,2,0,0,1,0,1,1,0,2,"Tristeza"
0,1,1,1,0,1,1,0,1,2,0,0,1,0,0,1,1,1,0,1,1,1,0,1,"MedoTristeza"
1,1,1,4,0,1,0,1,4,2,1,0,1,0,3,4,0,0,0,1,4,2,1,0,"AlegriaSurpresa"
1,0,2,1,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0,3,1,0,0,"Tristeza"
1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,2,2,0,0,"Tristeza"
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,"Neutro"
0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,1,0,1,"Tristeza"
2,0,1,4,0,0,1,0,3,3,0,0,0,0,0,7,0,0,1,0,4,1,0,1,"Tristeza"
0,1,2,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,"Medo"
1,0,0,5,0,0,0,0,2,3,1,0,0,0,0,5,0,1,2,0,2,1,0,1,"Alegria"
1,0,2,1,0,1,0,0,3,2,0,0,1,0,0,4,0,0,1,1,2,0,0,0,"DesgostoNeutro"
1,0,2,2,0,0,0,0,1,3,0,1,0,0,1,4,0,0,0,1,1,3,0,0,"AlegriaNeutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
1,0,0,2,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,0,2,0,0,"DesgostoTristeza"
0,1,1,2,0,0,0,1,2,1,0,0,0,0,0,4,0,0,0,1,2,1,0,0,"AlegriaNeutro"
0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,"DesgostoNeutro"
0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"DesgostoNeutro"
0,1,2,2,0,0,0,0,3,1,1,0,0,0,0,5,0,0,0,1,2,2,0,0,"Medo"
0,1,2,2,0,0,0,0,2,2,1,0,0,0,2,3,0,0,1,0,3,1,0,0,"NeutroSurpresa"
1,0,2,1,1,0,0,0,1,3,1,0,1,0,1,3,0,0,0,1,3,0,0,1,"AlegriaTristeza"
0,0,0,2,0,1,0,0,1,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,"Neutro"
0,0,0,3,0,1,0,0,3,1,0,0,0,1,1,2,0,0,0,0,2,1,0,1,"Tristeza"
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"NeutroTristeza"
2,1,2,3,0,1,1,1,3,4,0,1,1,0,1,8,0,0,3,0,4,1,0,1,"Tristeza"
0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,"Tristeza"
3,0,1,0,0,0,1,0,0,1,1,1,0,0,0,4,0,0,1,2,1,0,0,0,"AlegriaNeutro"
1,0,1,2,0,1,0,0,3,2,0,0,1,0,2,2,0,0,0,0,2,2,1,0,"Neutro"
0,1,0,3,0,0,0,0,2,1,0,1,0,0,0,4,0,0,1,0,1,2,0,0,"Neutro"
1,0,2,2,0,0,1,0,3,1,0,0,0,0,0,5,0,0,1,0,3,1,0,0,"AlegriaNeutro"
0,0,2,1,0,1,0,0,3,1,0,0,0,0,1,2,1,0,0,1,1,2,0,0,"Surpresa"
0,1,1,3,0,0,1,0,1,3,0,0,0,0,1,3,1,0,0,1,2,2,0,0,"RaivaSurpresa"
0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,"DesgostoTristeza"
0,1,2,4,0,1,0,1,4,3,0,0,0,0,1,7,0,0,0,1,5,1,0,1,"MedoSurpresa"
0,0,0,2,0,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,1,0,1,"NeutroSurpresa"
0,0,2,3,0,0,0,0,5,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,"Neutro"
2,0,0,3,0,1,0,0,2,3,0,1,1,0,0,5,0,0,1,0,2,2,0,1,"Neutro"
0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"MedoTristeza"
1,0,1,3,0,1,1,0,2,3,0,0,0,0,0,5,0,1,1,0,3,1,0,1,"Tristeza"
2,0,1,2,1,1,0,0,2,3,0,2,1,0,1,4,0,1,1,1,3,1,0,1,"Surpresa"
1,0,1,3,1,1,0,1,4,1,1,0,1,0,1,5,0,0,0,1,2,3,0,0,"Neutro"
0,0,0,3,1,0,0,0,1,3,0,0,1,0,0,3,0,0,0,0,2,1,0,1,"AlegriaDesgosto"
0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Tristeza"
1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,"Neutro"
1,0,0,2,0,0,0,0,1,1,1,0,1,0,0,2,0,0,1,0,1,0,0,1,"SurpresaTristeza"
2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,"DesgostoTristeza"
1,1,1,2,0,1,0,2,1,2,1,0,0,0,0,5,0,1,0,2,3,1,0,0,"Medo"
0,0,2,4,0,0,0,0,2,4,0,0,0,0,2,4,0,0,0,0,5,0,0,1,"Desgosto"
1,0,2,2,0,1,0,0,3,2,0,1,1,0,0,5,0,0,1,0,2,2,1,0,"AlegriaSurpresa"
0,1,0,3,0,1,0,0,3,1,1,0,1,0,1,3,0,0,1,0,2,1,1,0,"DesgostoNeutro"
0,0,2,1,0,1,0,1,1,2,0,0,0,0,1,2,0,1,0,1,1,1,0,1,"Surpresa"
0,0,2,1,0,0,0,0,2,2,0,0,1,0,1,2,0,0,0,0,2,1,0,1,"Medo"
1,0,1,2,0,1,0,0,2,1,2,0,0,0,0,4,0,1,0,2,1,2,0,0,"Alegria"
0,1,1,3,0,0,0,0,2,2,1,0,0,0,0,5,0,0,1,0,3,1,0,0,"DesgostoSurpresa"
3,0,4,2,0,0,1,0,3,4,1,0,0,0,1,8,0,0,1,3,4,1,0,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SurpresaTristeza"
1,0,3,3,0,1,1,1,3,3,0,0,2,0,1,5,0,0,1,0,4,1,0,2,"SurpresaTristeza"
1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"Neutro"
1,0,2,2,1,0,1,0,4,1,0,0,1,0,0,5,0,0,1,0,3,1,0,1,"Medo"
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,"Desgosto"
0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,0,2,0,0,"MedoTristeza"
1,0,1,1,1,1,1,0,1,2,0,1,1,0,0,4,0,0,0,1,1,1,1,0,"MedoTristeza"
0,0,2,0,0,1,0,0,2,1,0,0,0,1,0,2,0,0,0,0,2,0,0,1,"Alegria"
0,1,0,2,1,0,0,1,1,2,0,0,1,0,0,2,1,0,0,0,3,0,0,1,"NeutroSurpresa"
2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,1,1,0,0,"NeutroSurpresa"
0,0,1,3,0,0,0,0,2,2,0,0,1,0,1,2,0,0,0,0,0,3,0,1,"RaivaSurpresa"
0,0,3,2,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,3,2,0,0,"MedoTristeza"
2,0,1,1,1,0,1,0,1,2,1,0,1,0,0,3,1,0,2,0,0,2,0,1,"MedoSurpresa"
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Tristeza"
0,1,2,2,0,1,0,0,2,3,0,1,1,0,0,5,0,0,1,0,2,2,0,1,"MedoTristeza"
1,0,1,2,0,1,0,0,2,2,1,0,0,0,1,3,0,1,0,1,2,2,0,0,"Desgosto"
2,1,0,2,0,1,1,0,1,2,2,0,0,2,0,4,0,0,2,1,0,1,1,1,"MedoTristeza"
0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,"Desgosto"
0,0,1,1,1,0,0,0,2,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,"AlegriaSurpresa"
1,0,2,2,0,1,0,1,2,2,1,0,0,0,0,5,0,1,1,0,2,3,0,0,"AlegriaDesgosto"
0,0,0,4,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,1,0,1,"Desgosto"
2,0,0,4,0,1,2,0,1,4,0,0,0,1,0,5,0,1,2,0,2,1,0,2,"DesgostoTristeza"
1,0,2,1,1,0,1,0,2,1,1,0,0,1,0,4,0,0,0,1,2,1,0,1,"Tristeza"
0,1,0,3,0,0,0,1,2,1,0,0,1,0,0,3,0,0,0,1,2,0,0,1,"Neutro"
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Surpresa"
2,0,0,2,0,0,1,0,1,1,0,1,0,0,0,4,0,0,2,0,1,0,0,1,"Tristeza"
1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,2,0,1,0,0,0,"Desgosto"
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"DesgostoSurpresa"
1,0,1,2,0,1,0,0,2,2,1,0,0,0,1,4,0,0,0,1,2,1,0,1,"Neutro"
0,0,2,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,2,0,0,1,"MedoTristeza"
0,0,0,4,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0,1,3,0,0,"Surpresa"
1,1,0,1,0,1,0,0,1,2,0,1,1,0,1,2,0,0,1,1,0,1,0,1,"Desgosto"
0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,2,0,0,0,0,2,0,1,0,"Medo"
1,0,1,2,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,"Surpresa"
1,0,1,2,0,0,0,0,1,2,1,0,0,0,0,4,0,0,1,0,1,1,0,1,"Tristeza"
1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,0,1,0,1,0,1,0,1,"Desgosto"
0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,1,1,0,1,"Tristeza"
0,0,0,5,0,2,0,0,5,2,0,0,0,0,0,6,1,0,0,0,4,2,0,1,"MedoSurpresa"
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Neutro"
1,0,1,2,1,1,0,0,0,5,0,1,2,0,0,4,0,0,1,0,1,1,0,3,"Tristeza"
0,0,2,2,0,1,0,0,4,1,0,0,0,0,1,3,0,1,0,0,3,2,0,0,"Tristeza"
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,"SurpresaTristeza"
1,0,1,1,0,2,0,0,1,4,0,0,0,2,0,3,0,0,0,0,2,1,0,1,"DesgostoMedo"
0,0,2,1,0,2,0,0,3,3,0,0,0,1,1,3,0,1,0,0,3,1,1,1,"Neutro"
3,1,0,2,0,0,2,0,2,1,1,0,0,0,0,5,1,0,3,2,1,0,0,0,"Medo"
1,0,2,1,0,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,2,1,0,0,"NeutroSurpresa"
0,0,1,3,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,"Neutro"
0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,"Neutro"
2,0,2,2,0,1,0,0,2,4,0,1,0,1,1,5,0,0,2,0,4,0,0,0,"DesgostoTristeza"
1,0,1,4,0,0,1,0,1,4,0,0,0,0,0,6,0,0,1,0,4,0,0,1,"DesgostoTristeza"
0,0,0,4,0,1,0,0,3,2,0,0,1,0,0,4,0,0,0,0,2,2,0,1,"Tristeza"
0,0,0,4,0,0,1,0,0,3,0,0,1,0,1,2,0,0,0,0,1,2,0,1,"Alegria"
0,1,2,5,0,0,0,1,4,3,0,0,0,0,2,6,0,0,0,1,5,2,0,0,"Desgosto"
2,0,2,2,0,1,2,1,3,1,0,0,1,0,0,6,0,0,2,1,2,1,0,1,"Neutro"
1,0,0,2,0,1,1,1,0,2,0,0,0,0,2,2,0,0,1,1,0,1,0,1,"NeutroRaiva"
0,0,0,3,1,0,0,0,2,2,0,0,0,1,0,3,0,0,0,0,3,0,0,1,"DesgostoNeutro"
0,1,1,2,1,1,0,0,3,3,0,0,2,0,0,4,0,0,0,0,3,1,0,2,"MedoTristeza"
0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,1,1,0,1,"AlegriaSurpresa"
2,0,2,1,0,1,0,0,2,2,2,0,1,0,2,3,0,0,0,2,2,1,0,1,"Neutro"
1,0,2,2,0,0,0,0,4,0,1,0,0,0,0,5,0,0,0,2,2,1,0,0,"DesgostoRaiva"
1,0,3,2,0,2,0,1,4,2,0,1,0,1,0,7,0,0,1,0,3,2,1,1,"Tristeza"
1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,"SurpresaTristeza"
0,2,0,2,1,1,0,1,2,2,1,0,1,0,0,3,2,0,1,0,4,0,0,1,"Neutro"
1,0,1,2,0,1,1,0,3,1,0,0,1,0,0,4,0,0,1,0,3,0,0,1,"Surpresa"
0,1,1,1,1,0,0,2,2,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,"Alegria"
1,1,1,7,0,0,1,1,5,3,0,0,1,0,1,8,0,0,0,0,6,3,0,1,"Neutro"
1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,"Surpresa"
0,0,5,2,0,1,1,0,4,3,0,0,1,0,1,6,0,0,0,0,4,3,1,0,"Tristeza"
1,0,0,2,0,2,1,0,2,2,0,0,1,0,0,3,0,1,0,0,1,3,0,1,"MedoTristeza"
0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,"Tristeza"
1,0,2,2,1,0,1,1,2,2,0,0,1,0,0,5,0,0,1,0,2,2,0,1,"AlegriaSurpresa"
1,0,2,2,0,1,1,0,3,2,0,0,0,0,1,5,0,0,2,0,3,0,0,1,"AlegriaSurpresa"
2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,4,0,0,1,1,1,1,0,0,"DesgostoTristeza"
1,0,2,3,1,0,2,0,4,1,0,0,1,0,0,6,0,0,2,0,3,1,1,0,"Tristeza"
1,0,4,1,1,1,1,0,3,4,0,0,0,0,1,6,0,1,1,0,4,1,1,1,"Raiva"
0,0,0,1,1,2,0,1,1,2,0,0,1,0,0,2,0,1,0,0,1,2,0,1,"Tristeza"
0,0,3,1,1,1,0,0,4,2,0,0,1,1,1,3,0,0,0,1,2,1,0,2,"NeutroTristeza"
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,"Neutro"
1,1,1,0,1,1,0,0,1,2,1,1,0,1,0,3,0,1,2,0,1,1,0,1,"DesgostoNeutro"
4,0,2,0,0,0,1,0,2,1,1,1,0,0,0,6,0,0,2,0,2,2,0,0,"MedoSurpresa"
0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"DesgostoMedo"
1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,1,1,1,0,0,"NeutroTristeza"
1,0,3,2,1,1,0,0,2,5,1,0,1,1,0,5,0,1,0,1,2,2,0,3,"Neutro"
1,0,1,3,0,0,1,1,1,2,0,0,1,0,1,3,0,0,1,0,2,1,0,1,"Medo"
1,0,1,5,0,0,2,0,2,3,0,0,1,0,0,6,0,0,1,0,2,3,0,1,"SurpresaTristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AlegriaSurpresa"
0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,2,2,1,0,0,"Neutro"
1,1,1,0,0,0,2,0,0,1,0,0,0,0,1,2,0,0,1,0,2,0,0,0,"MedoRaiva"
1,1,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,1,0,0,1,0,"DesgostoMedo"
0,0,3,3,0,1,0,1,3,3,0,0,1,0,1,5,0,0,0,0,4,2,0,1,"MedoNeutro"
0,0,2,2,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,3,0,0,1,"NeutroTristeza"
1,0,0,3,0,1,0,0,2,2,0,1,1,0,0,4,0,0,1,0,2,1,0,1,"MedoTristeza"
1,1,2,3,0,0,1,0,3,3,0,0,0,0,0,6,1,0,1,1,3,2,0,0,"SurpresaTristeza"
0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,"MedoTristeza"
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,"Neutro"
2,0,1,1,0,0,1,0,1,2,0,0,0,0,0,4,0,0,2,0,1,1,0,0,"Tristeza"
1,0,3,3,0,1,0,1,3,3,0,1,0,0,1,6,0,1,1,0,4,2,0,1,"Medo"
1,0,0,1,0,1,0,0,1,2,0,0,0,1,0,2,0,0,0,0,1,1,0,0,"DesgostoMedo"
0,0,0,3,1,2,0,0,1,5,0,0,2,0,0,2,0,2,0,0,1,0,0,5,"Medo"
0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,"NeutroSurpresa"
1,0,2,1,0,4,1,0,3,4,0,0,3,0,0,4,0,1,1,0,3,0,1,2,"Medo"
1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,2,0,0,"Medo"
0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,"NeutroSurpresa"
0,0,0,3,1,2,0,0,0,6,0,0,2,0,0,1,0,3,0,0,1,2,0,3,"DesgostoTristeza"
2,0,1,2,0,0,2,0,1,2,0,0,0,0,0,5,0,0,2,0,2,0,0,1,"Tristeza"
1,0,2,3,0,0,0,0,3,3,0,0,0,0,0,6,0,0,1,0,4,1,0,0,"Neutro"
0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,1,2,1,0,0,"MedoSurpresa"
1,0,2,1,0,1,1,0,1,3,0,0,1,0,0,4,0,0,1,0,1,2,0,1,"Neutro"
3,0,2,1,2,0,2,0,3,3,0,0,2,0,1,5,0,0,2,0,2,2,0,2,"Surpresa"
0,0,0,5,0,0,0,0,2,3,0,0,1,0,1,3,0,0,0,0,1,3,0,1,"Surpresa"
1,0,0,3,0,0,0,0,2,1,0,1,0,0,0,4,0,0,1,0,2,1,0,0,"Medo"
1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,"Neutro"
0,0,2,0,0,2,0,0,3,1,0,0,0,0,0,2,1,1,0,0,1,2,0,1,"AlegriaSurpresa"
2,0,0,2,0,1,0,0,1,3,1,0,1,0,1,3,0,0,0,1,2,1,0,1,"MedoRaiva"
0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"Surpresa"
2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,2,0,2,0,0,0,"AlegriaSurpresa"
0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,"NeutroTristeza"
0,0,2,2,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,4,0,0,0,"Tristeza"
2,2,0,2,0,0,1,1,0,3,1,0,2,0,0,3,0,1,2,1,1,0,0,2,"Alegria"
1,1,3,2,0,0,1,1,4,1,0,0,0,0,1,6,0,0,0,1,4,2,0,0,"DesgostoTristeza"
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"NeutroTristeza"
2,1,3,2,0,0,1,1,1,3,1,1,1,0,1,5,1,0,3,1,2,1,0,1,"Neutro"
1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,2,0,0,"MedoTristeza"
3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,2,0,0,"DesgostoRaiva"
2,0,1,2,0,0,0,0,2,2,1,0,0,0,1,4,0,0,1,1,2,1,0,0,"DesgostoMedo"
0,0,1,1,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,2,"Alegria"
0,0,1,4,0,1,0,0,5,1,0,0,0,1,0,4,1,0,0,0,4,1,1,0,"NeutroSurpresa"
1,0,1,1,0,1,1,0,2,1,0,0,1,0,0,3,0,0,0,0,2,1,0,1,"Neutro"
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"SurpresaTristeza"
0,0,2,2,0,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,3,1,0,0,"NeutroTristeza"
2,1,0,3,0,0,0,0,1,2,1,2,0,0,0,6,0,0,1,2,2,1,0,0,"NeutroSurpresa"
0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"MedoTristeza"
1,0,1,3,0,0,0,0,3,1,0,1,0,0,0,5,0,0,1,0,2,2,0,0,"AlegriaNeutro"
0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,2,2,0,0,"MedoSurpresa"
1,0,0,4,0,0,1,0,2,2,0,0,1,0,0,4,0,0,1,0,2,0,0,2,"MedoSurpresa"
0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,2,2,0,0,"MedoTristeza"
1,0,3,2,0,0,0,0,2,4,0,0,0,0,1,5,0,0,0,1,2,3,0,0,"SurpresaTristeza"
1,1,0,2,0,0,1,0,1,2,0,0,0,0,0,4,0,0,0,0,2,2,0,0,"Surpresa"
1,0,2,1,0,0,0,0,3,0,0,1,0,0,0,4,0,0,1,0,3,0,0,0,"MedoTristeza"
1,0,0,1,1,1,1,0,1,2,0,0,2,0,0,2,0,0,1,0,1,0,0,2,"Tristeza"
1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,2,0,0,0,1,1,0,0,1,"Tristeza"
1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,1,1,0,0,0,"Surpresa"
1,0,1,2,0,0,0,0,2,2,0,0,1,0,0,3,0,0,0,0,2,1,0,1,"DesgostoNeutro"
1,0,4,2,0,0,0,0,4,2,1,0,0,0,1,6,0,0,0,1,6,0,0,0,"AlegriaNeutro"
0,0,1,1,1,1,0,1,1,2,0,0,0,1,1,2,0,0,0,0,1,2,0,1,"MedoTristeza"
0,1,0,3,0,0,0,0,2,1,0,1,0,0,1,3,0,0,0,1,3,0,0,0,"DesgostoTristeza"
0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,1,1,0,1,"Alegria"
0,1,3,0,0,1,0,1,2,2,0,0,0,0,1,4,0,0,0,1,2,1,0,1,"NeutroSurpresa"
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,"MedoTristeza"
3,0,1,1,0,0,0,0,2,2,1,0,0,0,1,4,0,0,3,0,2,0,0,0,"Medo"
